,m,n,strain angle,twist angle,EST. atom number
544,56,29,90.06249325651018,1.3905756557042441,12992
545,56,30,90.01407736548175,1.3905756557042441,13440
546,56,31,89.96878326250307,1.3905756557042441,13888
547,56,32,89.92631849647547,1.3905756557042441,14336
548,56,33,89.88642603361431,1.3905756557042441,14784
549,56,34,89.84887905429792,1.3905756557042441,15232
550,56,35,89.81347664087585,1.3905756557042441,15680
551,56,36,89.78004018340896,1.3905756557042441,16128
552,56,37,89.74841036767553,1.3905756557042441,16576
553,56,38,89.71844463830227,1.3905756557042441,17024
554,56,39,89.69001505183087,1.3905756557042441,17472
555,56,40,89.66300645154895,1.3905756557042441,17920
556,56,41,89.63731490920189,1.3905756557042441,18368
557,56,42,89.61284638914519,1.3905756557042441,18816
558,56,43,89.58951559875698,1.3905756557042441,19264
559,56,44,89.56724499550256,1.3905756557042441,19712
560,56,45,89.5459639263016,1.3905756557042441,20160
561,56,46,89.52560787907991,1.3905756557042441,20608
562,56,47,89.50611782980957,1.3905756557042441,21056
563,56,48,89.48743967112107,1.3905756557042441,21504
564,56,49,89.46952371084194,1.3905756557042441,21952
565,56,50,89.45232423067868,1.3905756557042441,22400
566,56,51,89.43579909679127,1.3905756557042441,22848
567,56,52,89.41990941527939,1.3905756557042441,23296
568,56,53,89.40461922665133,1.3905756557042441,23744
569,57,22,90.54891733193215,1.3661889201036306,10032
570,57,23,90.46570986455437,1.3661889201036306,10488
571,57,24,90.38942955335767,1.3661889201036306,10944
572,57,25,90.31924616187844,1.3661889201036306,11400
573,57,26,90.25445699721112,1.3661889201036306,11856
574,57,27,90.19446332964904,1.3661889201036306,12312
575,57,28,90.13875185608525,1.3661889201036306,12768
576,57,29,90.08687999211081,1.3661889201036306,13224
577,57,30,90.03846410108237,1.3661889201036306,13680
578,57,31,89.99316999810368,1.3661889201036306,14136
579,57,32,89.95070523207609,1.3661889201036306,14592
580,57,33,89.91081276921491,1.3661889201036306,15048
581,57,34,89.87326578989854,1.3661889201036306,15504
582,57,35,89.83786337647646,1.3661889201036306,15960
583,57,36,89.80442691900959,1.3661889201036306,16416
584,57,37,89.77279710327613,1.3661889201036306,16872
585,57,38,89.74283137390287,1.3661889201036306,17328
586,57,39,89.71440178743148,1.3661889201036306,17784
587,57,40,89.68739318714957,1.3661889201036306,18240
588,57,41,89.66170164480249,1.3661889201036306,18696
589,57,42,89.63723312474579,1.3661889201036306,19152
590,57,43,89.61390233435759,1.3661889201036306,19608
591,57,44,89.59163173110319,1.3661889201036306,20064
592,57,45,89.57035066190221,1.3661889201036306,20520
593,57,46,89.54999461468051,1.3661889201036306,20976
594,57,47,89.5305045654102,1.3661889201036306,21432
595,57,48,89.51182640672167,1.3661889201036306,21888
596,57,49,89.49391044644257,1.3661889201036306,22344
597,57,50,89.4767109662793,1.3661889201036306,22800
598,57,51,89.4601858323919,1.3661889201036306,23256
599,57,52,89.44429615088,1.3661889201036306,23712
600,57,53,89.42900596225196,1.3661889201036306,24168
601,57,54,89.41428196982606,1.3661889201036306,24624
602,57,55,89.40009329774786,1.3661889201036306,25080
603,58,22,90.57246361549855,1.3426426365372446,10208
604,58,23,90.48925614812076,1.3426426365372446,10672
605,58,24,90.41297583692406,1.3426426365372446,11136
606,58,25,90.34279244544483,1.3426426365372446,11600
607,58,26,90.27800328077751,1.3426426365372446,12064
608,58,27,90.21800961321541,1.3426426365372446,12528
609,58,28,90.16229813965163,1.3426426365372446,12992
610,58,29,90.11042627567718,1.3426426365372446,13456
611,58,30,90.06201038464874,1.3426426365372446,13920
612,58,31,90.01671628167006,1.3426426365372446,14384
613,58,32,89.97425151564248,1.3426426365372446,14848
614,58,33,89.9343590527813,1.3426426365372446,15312
615,58,34,89.89681207346491,1.3426426365372446,15776
616,58,35,89.86140966004285,1.3426426365372446,16240
617,58,36,89.82797320257596,1.3426426365372446,16704
618,58,37,89.79634338684252,1.3426426365372446,17168
619,58,38,89.76637765746926,1.3426426365372446,17632
620,58,39,89.73794807099787,1.3426426365372446,18096
621,58,40,89.71093947071596,1.3426426365372446,18560
622,58,41,89.6852479283689,1.3426426365372446,19024
623,58,42,89.66077940831218,1.3426426365372446,19488
624,58,43,89.637448617924,1.3426426365372446,19952
625,58,44,89.61517801466957,1.3426426365372446,20416
626,58,45,89.59389694546859,1.3426426365372446,20880
627,58,46,89.5735408982469,1.3426426365372446,21344
628,58,47,89.55405084897657,1.3426426365372446,21808
629,58,48,89.53537269028806,1.3426426365372446,22272
630,58,49,89.51745673000894,1.3426426365372446,22736
631,58,50,89.50025724984567,1.3426426365372446,23200
632,58,51,89.48373211595829,1.3426426365372446,23664
633,58,52,89.46784243444638,1.3426426365372446,24128
634,58,53,89.45255224581834,1.3426426365372446,24592
635,58,54,89.43782825339245,1.3426426365372446,25056
636,58,55,89.42363958131425,1.3426426365372446,25520
637,58,56,89.40995755848935,1.3426426365372446,25984
638,59,22,90.59521215084708,1.3198941011887129,10384
639,59,23,90.51200468346929,1.3198941011887129,10856
640,59,24,90.4357243722726,1.3198941011887129,11328
641,59,25,90.36554098079336,1.3198941011887129,11800
642,59,26,90.30075181612602,1.3198941011887129,12272
643,59,27,90.24075814856396,1.3198941011887129,12744
644,59,28,90.18504667500018,1.3198941011887129,13216
645,59,29,90.13317481102571,1.3198941011887129,13688
646,59,30,90.0847589199973,1.3198941011887129,14160
647,59,31,90.0394648170186,1.3198941011887129,14632
648,59,32,89.997000050991,1.3198941011887129,15104
649,59,33,89.95710758812984,1.3198941011887129,15576
650,59,34,89.91956060881346,1.3198941011887129,16048
651,59,35,89.8841581953914,1.3198941011887129,16520
652,59,36,89.8507217379245,1.3198941011887129,16992
653,59,37,89.81909192219106,1.3198941011887129,17464
654,59,38,89.7891261928178,1.3198941011887129,17936
655,59,39,89.76069660634641,1.3198941011887129,18408
656,59,40,89.73368800606448,1.3198941011887129,18880
657,59,41,89.70799646371741,1.3198941011887129,19352
658,59,42,89.6835279436607,1.3198941011887129,19824
659,59,43,89.6601971532725,1.3198941011887129,20296
660,59,44,89.63792655001811,1.3198941011887129,20768
661,59,45,89.61664548081713,1.3198941011887129,21240
662,59,46,89.59628943359543,1.3198941011887129,21712
663,59,47,89.57679938432511,1.3198941011887129,22184
664,59,48,89.5581212256366,1.3198941011887129,22656
665,59,49,89.54020526535749,1.3198941011887129,23128
666,59,50,89.52300578519421,1.3198941011887129,23600
667,59,51,89.50648065130682,1.3198941011887129,24072
668,59,52,89.49059096979492,1.3198941011887129,24544
669,59,53,89.47530078116687,1.3198941011887129,25016
670,59,54,89.46057678874098,1.3198941011887129,25488
671,59,55,89.44638811666279,1.3198941011887129,25960
672,59,56,89.43270609383788,1.3198941011887129,26432
673,59,57,89.41950406059937,1.3198941011887129,26904
674,59,58,89.40675719536725,1.3198941011887129,27376
675,60,23,90.53399533001524,1.2979034546427548,11040
676,60,24,90.45771501881858,1.2979034546427548,11520
677,60,25,90.38753162733933,1.2979034546427548,12000
678,60,26,90.322742462672,1.2979034546427548,12480
679,60,27,90.26274879510991,1.2979034546427548,12960
680,60,28,90.20703732154612,1.2979034546427548,13440
681,60,29,90.15516545757168,1.2979034546427548,13920
682,60,30,90.10674956654324,1.2979034546427548,14400
683,60,31,90.06145546356457,1.2979034546427548,14880
684,60,32,90.01899069753696,1.2979034546427548,15360
685,60,33,89.9790982346758,1.2979034546427548,15840
686,60,34,89.94155125535941,1.2979034546427548,16320
687,60,35,89.90614884193734,1.2979034546427548,16800
688,60,36,89.87271238447045,1.2979034546427548,17280
689,60,37,89.84108256873702,1.2979034546427548,17760
690,60,38,89.81111683936375,1.2979034546427548,18240
691,60,39,89.78268725289237,1.2979034546427548,18720
692,60,40,89.75567865261044,1.2979034546427548,19200
693,60,41,89.72998711026337,1.2979034546427548,19680
694,60,42,89.70551859020668,1.2979034546427548,20160
695,60,43,89.68218779981846,1.2979034546427548,20640
696,60,44,89.65991719656407,1.2979034546427548,21120
697,60,45,89.63863612736309,1.2979034546427548,21600
698,60,46,89.61828008014139,1.2979034546427548,22080
699,60,47,89.59879003087106,1.2979034546427548,22560
700,60,48,89.58011187218256,1.2979034546427548,23040
701,60,49,89.56219591190343,1.2979034546427548,23520
702,60,50,89.54499643174017,1.2979034546427548,24000
703,60,51,89.52847129785278,1.2979034546427548,24480
704,60,52,89.51258161634088,1.2979034546427548,24960
705,60,53,89.49729142771282,1.2979034546427548,25440
706,60,54,89.48256743528694,1.2979034546427548,25920
707,60,55,89.46837876320875,1.2979034546427548,26400
708,60,56,89.45469674038385,1.2979034546427548,26880
709,60,57,89.44149470714534,1.2979034546427548,27360
710,60,58,89.42874784191321,1.2979034546427548,27840
711,60,59,89.41643300547499,1.2979034546427548,28320
712,61,23,90.55526533567885,1.276633448979164,11224
713,61,24,90.47898502448216,1.276633448979164,11712
714,61,25,90.4088016330029,1.276633448979164,12200
715,61,26,90.34401246833558,1.276633448979164,12688
716,61,27,90.28401880077352,1.276633448979164,13176
717,61,28,90.22830732720972,1.276633448979164,13664
718,61,29,90.17643546323526,1.276633448979164,14152
719,61,30,90.12801957220684,1.276633448979164,14640
720,61,31,90.08272546922815,1.276633448979164,15128
721,61,32,90.04026070320054,1.276633448979164,15616
722,61,33,90.0003682403394,1.276633448979164,16104
723,61,34,89.96282126102301,1.276633448979164,16592
724,61,35,89.92741884760092,1.276633448979164,17080
725,61,36,89.89398239013404,1.276633448979164,17568
726,61,37,89.8623525744006,1.276633448979164,18056
727,61,38,89.83238684502734,1.276633448979164,18544
728,61,39,89.80395725855595,1.276633448979164,19032
729,61,40,89.77694865827402,1.276633448979164,19520
730,61,41,89.75125711592696,1.276633448979164,20008
731,61,42,89.72678859587026,1.276633448979164,20496
732,61,43,89.70345780548206,1.276633448979164,20984
733,61,44,89.68118720222765,1.276633448979164,21472
734,61,45,89.65990613302667,1.276633448979164,21960
735,61,46,89.63955008580498,1.276633448979164,22448
736,61,47,89.62006003653465,1.276633448979164,22936
737,61,48,89.60138187784614,1.276633448979164,23424
738,61,49,89.58346591756703,1.276633448979164,23912
739,61,50,89.56626643740375,1.276633448979164,24400
740,61,51,89.54974130351637,1.276633448979164,24888
741,61,52,89.53385162200448,1.276633448979164,25376
742,61,53,89.51856143337642,1.276633448979164,25864
743,61,54,89.50383744095052,1.276633448979164,26352
744,61,55,89.48964876887233,1.276633448979164,26840
745,61,56,89.47596674604743,1.276633448979164,27328
746,61,57,89.46276471280892,1.276633448979164,27816
747,61,58,89.45001784757682,1.276633448979164,28304
748,61,59,89.43770301113857,1.276633448979164,28792
749,61,60,89.42579860649589,1.276633448979164,29280
750,62,23,90.57584954727851,1.2560492373794785,11408
751,62,24,90.49956923608183,1.2560492373794785,11904
752,62,25,90.42938584460258,1.2560492373794785,12400
753,62,26,90.36459667993526,1.2560492373794785,12896
754,62,27,90.3046030123732,1.2560492373794785,13392
755,62,28,90.2488915388094,1.2560492373794785,13888
756,62,29,90.19701967483495,1.2560492373794785,14384
757,62,30,90.14860378380652,1.2560492373794785,14880
758,62,31,90.10330968082783,1.2560492373794785,15376
759,62,32,90.06084491480024,1.2560492373794785,15872
760,62,33,90.0209524519391,1.2560492373794785,16368
761,62,34,89.98340547262269,1.2560492373794785,16864
762,62,35,89.94800305920062,1.2560492373794785,17360
763,62,36,89.91456660173372,1.2560492373794785,17856
764,62,37,89.88293678600029,1.2560492373794785,18352
765,62,38,89.85297105662704,1.2560492373794785,18848
766,62,39,89.82454147015564,1.2560492373794785,19344
767,62,40,89.79753286987372,1.2560492373794785,19840
768,62,41,89.77184132752666,1.2560492373794785,20336
769,62,42,89.74737280746993,1.2560492373794785,20832
770,62,43,89.72404201708174,1.2560492373794785,21328
771,62,44,89.70177141382733,1.2560492373794785,21824
772,62,45,89.68049034462635,1.2560492373794785,22320
773,62,46,89.66013429740467,1.2560492373794785,22816
774,62,47,89.64064424813434,1.2560492373794785,23312
775,62,48,89.62196608944582,1.2560492373794785,23808
776,62,49,89.60405012916671,1.2560492373794785,24304
777,62,50,89.58685064900344,1.2560492373794785,24800
778,62,51,89.57032551511604,1.2560492373794785,25296
779,62,52,89.55443583360415,1.2560492373794785,25792
780,62,53,89.5391456449761,1.2560492373794785,26288
781,62,54,89.52442165255022,1.2560492373794785,26784
782,62,55,89.51023298047201,1.2560492373794785,27280
783,62,56,89.49655095764712,1.2560492373794785,27776
784,62,57,89.4833489244086,1.2560492373794785,28272
785,62,58,89.47060205917649,1.2560492373794785,28768
786,62,59,89.45828722273826,1.2560492373794785,29264
787,62,60,89.44638281809556,1.2560492373794785,29760
788,62,61,89.43486866409165,1.2560492373794785,30256
789,63,23,90.59578060090975,1.2361181837482365,11592
790,63,24,90.51950028971308,1.2361181837482365,12096
791,63,25,90.44931689823383,1.2361181837482365,12600
792,63,26,90.38452773356653,1.2361181837482365,13104
793,63,27,90.32453406600442,1.2361181837482365,13608
794,63,28,90.26882259244064,1.2361181837482365,14112
795,63,29,90.21695072846619,1.2361181837482365,14616
796,63,30,90.16853483743776,1.2361181837482365,15120
797,63,31,90.12324073445907,1.2361181837482365,15624
798,63,32,90.08077596843148,1.2361181837482365,16128
799,63,33,90.0408835055703,1.2361181837482365,16632
800,63,34,90.00333652625392,1.2361181837482365,17136
801,63,35,89.96793411283186,1.2361181837482365,17640
802,63,36,89.93449765536498,1.2361181837482365,18144
803,63,37,89.90286783963154,1.2361181837482365,18648
804,63,38,89.87290211025828,1.2361181837482365,19152
805,63,39,89.84447252378689,1.2361181837482365,19656
806,63,40,89.81746392350496,1.2361181837482365,20160
807,63,41,89.7917723811579,1.2361181837482365,20664
808,63,42,89.76730386110118,1.2361181837482365,21168
809,63,43,89.743973070713,1.2361181837482365,21672
810,63,44,89.72170246745858,1.2361181837482365,22176
811,63,45,89.7004213982576,1.2361181837482365,22680
812,63,46,89.6800653510359,1.2361181837482365,23184
813,63,47,89.66057530176559,1.2361181837482365,23688
814,63,48,89.64189714307706,1.2361181837482365,24192
815,63,49,89.62398118279796,1.2361181837482365,24696
816,63,50,89.60678170263469,1.2361181837482365,25200
817,63,51,89.5902565687473,1.2361181837482365,25704
818,63,52,89.5743668872354,1.2361181837482365,26208
819,63,53,89.55907669860734,1.2361181837482365,26712
820,63,54,89.54435270618146,1.2361181837482365,27216
821,63,55,89.53016403410327,1.2361181837482365,27720
822,63,56,89.51648201127836,1.2361181837482365,28224
823,63,57,89.50327997803984,1.2361181837482365,28728
824,63,58,89.49053311280774,1.2361181837482365,29232
825,63,59,89.4782182763695,1.2361181837482365,29736
826,63,60,89.46631387172681,1.2361181837482365,30240
827,63,61,89.45479971772289,1.2361181837482365,30744
828,63,62,89.44365693489527,1.2361181837482365,31248
829,64,24,90.53880878329882,1.2168096901625,12288
830,64,25,90.46862539181959,1.2168096901625,12800
831,64,26,90.40383622715224,1.2168096901625,13312
832,64,27,90.34384255959017,1.2168096901625,13824
833,64,28,90.28813108602638,1.2168096901625,14336
834,64,29,90.23625922205193,1.2168096901625,14848
835,64,30,90.1878433310235,1.2168096901625,15360
836,64,31,90.14254922804481,1.2168096901625,15872
837,64,32,90.10008446201722,1.2168096901625,16384
838,64,33,90.06019199915605,1.2168096901625,16896
839,64,34,90.02264501983966,1.2168096901625,17408
840,64,35,89.9872426064176,1.2168096901625,17920
841,64,36,89.9538061489507,1.2168096901625,18432
842,64,37,89.92217633321727,1.2168096901625,18944
843,64,38,89.892210603844,1.2168096901625,19456
844,64,39,89.86378101737262,1.2168096901625,19968
845,64,40,89.8367724170907,1.2168096901625,20480
846,64,41,89.81108087474362,1.2168096901625,20992
847,64,42,89.78661235468692,1.2168096901625,21504
848,64,43,89.76328156429874,1.2168096901625,22016
849,64,44,89.74101096104431,1.2168096901625,22528
850,64,45,89.71972989184333,1.2168096901625,23040
851,64,46,89.69937384462165,1.2168096901625,23552
852,64,47,89.67988379535133,1.2168096901625,24064
853,64,48,89.6612056366628,1.2168096901625,24576
854,64,49,89.64328967638369,1.2168096901625,25088
855,64,50,89.62609019622042,1.2168096901625,25600
856,64,51,89.60956506233303,1.2168096901625,26112
857,64,52,89.59367538082113,1.2168096901625,26624
858,64,53,89.57838519219308,1.2168096901625,27136
859,64,54,89.5636611997672,1.2168096901625,27648
860,64,55,89.549472527689,1.2168096901625,28160
861,64,56,89.5357905048641,1.2168096901625,28672
862,64,57,89.52258847162558,1.2168096901625,29184
863,64,58,89.50984160639345,1.2168096901625,29696
864,64,59,89.49752676995524,1.2168096901625,30208
865,64,60,89.48562236531254,1.2168096901625,30720
866,64,61,89.47410821130862,1.2168096901625,31232
867,64,62,89.46296542848101,1.2168096901625,31744
868,64,63,89.45217633578183,1.2168096901625,32256
869,65,24,90.55752343322925,1.1980950402320634,12480
870,65,25,90.48734004175002,1.1980950402320634,13000
871,65,26,90.4225508770827,1.1980950402320634,13520
872,65,27,90.3625572095206,1.1980950402320634,14040
873,65,28,90.30684573595681,1.1980950402320634,14560
874,65,29,90.25497387198236,1.1980950402320634,15080
875,65,30,90.20655798095393,1.1980950402320634,15600
876,65,31,90.16126387797524,1.1980950402320634,16120
877,65,32,90.11879911194765,1.1980950402320634,16640
878,65,33,90.07890664908648,1.1980950402320634,17160
879,65,34,90.0413596697701,1.1980950402320634,17680
880,65,35,90.00595725634803,1.1980950402320634,18200
881,65,36,89.97252079888115,1.1980950402320634,18720
882,65,37,89.94089098314771,1.1980950402320634,19240
883,65,38,89.91092525377445,1.1980950402320634,19760
884,65,39,89.88249566730306,1.1980950402320634,20280
885,65,40,89.85548706702113,1.1980950402320634,20800
886,65,41,89.82979552467407,1.1980950402320634,21320
887,65,42,89.80532700461735,1.1980950402320634,21840
888,65,43,89.78199621422917,1.1980950402320634,22360
889,65,44,89.75972561097475,1.1980950402320634,22880
890,65,45,89.73844454177377,1.1980950402320634,23400
891,65,46,89.71808849455209,1.1980950402320634,23920
892,65,47,89.69859844528176,1.1980950402320634,24440
893,65,48,89.67992028659323,1.1980950402320634,24960
894,65,49,89.66200432631413,1.1980950402320634,25480
895,65,50,89.64480484615086,1.1980950402320634,26000
896,65,51,89.62827971226346,1.1980950402320634,26520
897,65,52,89.61239003075157,1.1980950402320634,27040
898,65,53,89.59709984212351,1.1980950402320634,27560
899,65,54,89.58237584969763,1.1980950402320634,28080
900,65,55,89.56818717761944,1.1980950402320634,28600
901,65,56,89.55450515479453,1.1980950402320634,29120
902,65,57,89.54130312155601,1.1980950402320634,29640
903,65,58,89.5285562563239,1.1980950402320634,30160
904,65,59,89.51624141988567,1.1980950402320634,30680
905,65,60,89.50433701524298,1.1980950402320634,31200
906,65,61,89.49282286123906,1.1980950402320634,31720
907,65,62,89.48168007841144,1.1980950402320634,32240
908,65,63,89.47089098571226,1.1980950402320634,32760
909,65,64,89.46043900690786,1.1980950402320634,33280
910,66,24,90.57567121677647,1.1799472566848515,12672
911,66,25,90.50548782529722,1.1799472566848515,13200
912,66,26,90.44069866062989,1.1799472566848515,13728
913,66,27,90.38070499306781,1.1799472566848515,14256
914,66,28,90.32499351950403,1.1799472566848515,14784
915,66,29,90.27312165552958,1.1799472566848515,15312
916,66,30,90.22470576450115,1.1799472566848515,15840
917,66,31,90.17941166152247,1.1799472566848515,16368
918,66,32,90.13694689549486,1.1799472566848515,16896
919,66,33,90.0970544326337,1.1799472566848515,17424
920,66,34,90.05950745331731,1.1799472566848515,17952
921,66,35,90.02410503989523,1.1799472566848515,18480
922,66,36,89.99066858242834,1.1799472566848515,19008
923,66,37,89.95903876669493,1.1799472566848515,19536
924,66,38,89.92907303732167,1.1799472566848515,20064
925,66,39,89.90064345085025,1.1799472566848515,20592
926,66,40,89.87363485056835,1.1799472566848515,21120
927,66,41,89.84794330822128,1.1799472566848515,21648
928,66,42,89.82347478816457,1.1799472566848515,22176
929,66,43,89.80014399777637,1.1799472566848515,22704
930,66,44,89.77787339452198,1.1799472566848515,23232
931,66,45,89.756592325321,1.1799472566848515,23760
932,66,46,89.7362362780993,1.1799472566848515,24288
933,66,47,89.71674622882897,1.1799472566848515,24816
934,66,48,89.69806807014045,1.1799472566848515,25344
935,66,49,89.68015210986133,1.1799472566848515,25872
936,66,50,89.66295262969808,1.1799472566848515,26400
937,66,51,89.64642749581068,1.1799472566848515,26928
938,66,52,89.63053781429879,1.1799472566848515,27456
939,66,53,89.61524762567072,1.1799472566848515,27984
940,66,54,89.60052363324483,1.1799472566848515,28512
941,66,55,89.58633496116664,1.1799472566848515,29040
942,66,56,89.57265293834175,1.1799472566848515,29568
943,66,57,89.55945090510323,1.1799472566848515,30096
944,66,58,89.54670403987112,1.1799472566848515,30624
945,66,59,89.53438920343288,1.1799472566848515,31152
946,66,60,89.5224847987902,1.1799472566848515,31680
947,66,61,89.51097064478628,1.1799472566848515,32208
948,66,62,89.49982786195866,1.1799472566848515,32736
949,66,63,89.48903876925947,1.1799472566848515,33264
950,66,64,89.47858679045507,1.1799472566848515,33792
951,66,65,89.46845636916294,1.1799472566848515,34320
952,67,24,90.5932775017683,1.1623409716930386,12864
953,67,25,90.52309411028904,1.1623409716930386,13400
954,67,26,90.45830494562172,1.1623409716930386,13936
955,67,27,90.39831127805964,1.1623409716930386,14472
956,67,28,90.34259980449583,1.1623409716930386,15008
957,67,29,90.29072794052138,1.1623409716930386,15544
958,67,30,90.24231204949295,1.1623409716930386,16080
959,67,31,90.19701794651428,1.1623409716930386,16616
960,67,32,90.15455318048667,1.1623409716930386,17152
961,67,33,90.11466071762553,1.1623409716930386,17688
962,67,34,90.07711373830914,1.1623409716930386,18224
963,67,35,90.04171132488706,1.1623409716930386,18760
964,67,36,90.00827486742016,1.1623409716930386,19296
965,67,37,89.97664505168673,1.1623409716930386,19832
966,67,38,89.94667932231347,1.1623409716930386,20368
967,67,39,89.91824973584208,1.1623409716930386,20904
968,67,40,89.89124113556015,1.1623409716930386,21440
969,67,41,89.86554959321309,1.1623409716930386,21976
970,67,42,89.84108107315637,1.1623409716930386,22512
971,67,43,89.81775028276819,1.1623409716930386,23048
972,67,44,89.79547967951378,1.1623409716930386,23584
973,67,45,89.7741986103128,1.1623409716930386,24120
974,67,46,89.75384256309111,1.1623409716930386,24656
975,67,47,89.73435251382078,1.1623409716930386,25192
976,67,48,89.71567435513225,1.1623409716930386,25728
977,67,49,89.69775839485315,1.1623409716930386,26264
978,67,50,89.68055891468988,1.1623409716930386,26800
979,67,51,89.66403378080248,1.1623409716930386,27336
980,67,52,89.64814409929059,1.1623409716930386,27872
981,67,53,89.63285391066255,1.1623409716930386,28408
982,67,54,89.61812991823665,1.1623409716930386,28944
983,67,55,89.60394124615846,1.1623409716930386,29480
984,67,56,89.59025922333356,1.1623409716930386,30016
985,67,57,89.57705719009503,1.1623409716930386,30552
986,67,58,89.56431032486293,1.1623409716930386,31088
987,67,59,89.5519954884247,1.1623409716930386,31624
988,67,60,89.540091083782,1.1623409716930386,32160
989,67,61,89.52857692977808,1.1623409716930386,32696
990,67,62,89.51743414695046,1.1623409716930386,33232
991,67,63,89.50664505425128,1.1623409716930386,33768
992,67,64,89.49619307544688,1.1623409716930386,34304
993,67,65,89.48606265415475,1.1623409716930386,34840
994,67,66,89.47623917660209,1.1623409716930386,35376
995,68,25,90.54018277335227,1.1452523086297999,13600
996,68,26,90.47539360868494,1.1452523086297999,14144
997,68,27,90.41539994112289,1.1452523086297999,14688
998,68,28,90.35968846755908,1.1452523086297999,15232
999,68,29,90.30781660358463,1.1452523086297999,15776
1000,68,30,90.2594007125562,1.1452523086297999,16320
1001,68,31,90.21410660957751,1.1452523086297999,16864
1002,68,32,90.17164184354993,1.1452523086297999,17408
1003,68,33,90.13174938068876,1.1452523086297999,17952
1004,68,34,90.09420240137239,1.1452523086297999,18496
1005,68,35,90.05879998795028,1.1452523086297999,19040
1006,68,36,90.0253635304834,1.1452523086297999,19584
1007,68,37,89.99373371474998,1.1452523086297999,20128
1008,68,38,89.96376798537672,1.1452523086297999,20672
1009,68,39,89.93533839890532,1.1452523086297999,21216
1010,68,40,89.90832979862338,1.1452523086297999,21760
1011,68,41,89.88263825627632,1.1452523086297999,22304
1012,68,42,89.85816973621962,1.1452523086297999,22848
1013,68,43,89.83483894583142,1.1452523086297999,23392
1014,68,44,89.81256834257701,1.1452523086297999,23936
1015,68,45,89.79128727337604,1.1452523086297999,24480
1016,68,46,89.77093122615435,1.1452523086297999,25024
1017,68,47,89.75144117688403,1.1452523086297999,25568
1018,68,48,89.73276301819551,1.1452523086297999,26112
1019,68,49,89.71484705791639,1.1452523086297999,26656
1020,68,50,89.69764757775313,1.1452523086297999,27200
1021,68,51,89.68112244386573,1.1452523086297999,27744
1022,68,52,89.66523276235384,1.1452523086297999,28288
1023,68,53,89.64994257372578,1.1452523086297999,28832
1024,68,54,89.63521858129988,1.1452523086297999,29376
1025,68,55,89.62102990922169,1.1452523086297999,29920
1026,68,56,89.6073478863968,1.1452523086297999,30464
1027,68,57,89.59414585315828,1.1452523086297999,31008
1028,68,58,89.58139898792616,1.1452523086297999,31552
1029,68,59,89.56908415148793,1.1452523086297999,32096
1030,68,60,89.55717974684525,1.1452523086297999,32640
1031,68,61,89.54566559284132,1.1452523086297999,33184
1032,68,62,89.53452281001371,1.1452523086297999,33728
1033,68,63,89.52373371731453,1.1452523086297999,34272
1034,68,64,89.51328173851012,1.1452523086297999,34816
1035,68,65,89.503151317218,1.1452523086297999,35360
1036,68,66,89.49332783966533,1.1452523086297999,35904
1037,68,67,89.48379756436265,1.1452523086297999,36448
1038,69,25,90.55677630788372,1.1286587740983438,13800
1039,69,26,90.4919871432164,1.1286587740983438,14352
1040,69,27,90.43199347565432,1.1286587740983438,14904
1041,69,28,90.37628200209055,1.1286587740983438,15456
1042,69,29,90.3244101381161,1.1286587740983438,16008
1043,69,30,90.27599424708767,1.1286587740983438,16560
1044,69,31,90.23070014410895,1.1286587740983438,17112
1045,69,32,90.18823537808137,1.1286587740983438,17664
1046,69,33,90.14834291522021,1.1286587740983438,18216
1047,69,34,90.11079593590382,1.1286587740983438,18768
1048,69,35,90.07539352248175,1.1286587740983438,19320
1049,69,36,90.04195706501487,1.1286587740983438,19872
1050,69,37,90.01032724928142,1.1286587740983438,20424
1051,69,38,89.98036151990817,1.1286587740983438,20976
1052,69,39,89.95193193343678,1.1286587740983438,21528
1053,69,40,89.92492333315485,1.1286587740983438,22080
1054,69,41,89.89923179080779,1.1286587740983438,22632
1055,69,42,89.87476327075107,1.1286587740983438,23184
1056,69,43,89.85143248036289,1.1286587740983438,23736
1057,69,44,89.82916187710848,1.1286587740983438,24288
1058,69,45,89.8078808079075,1.1286587740983438,24840
1059,69,46,89.7875247606858,1.1286587740983438,25392
1060,69,47,89.76803471141548,1.1286587740983438,25944
1061,69,48,89.74935655272695,1.1286587740983438,26496
1062,69,49,89.73144059244785,1.1286587740983438,27048
1063,69,50,89.71424111228458,1.1286587740983438,27600
1064,69,51,89.69771597839718,1.1286587740983438,28152
1065,69,52,89.68182629688529,1.1286587740983438,28704
1066,69,53,89.66653610825723,1.1286587740983438,29256
1067,69,54,89.65181211583135,1.1286587740983438,29808
1068,69,55,89.63762344375316,1.1286587740983438,30360
1069,69,56,89.62394142092825,1.1286587740983438,30912
1070,69,57,89.61073938768973,1.1286587740983438,31464
1071,69,58,89.59799252245763,1.1286587740983438,32016
1072,69,59,89.5856776860194,1.1286587740983438,32568
1073,69,60,89.5737732813767,1.1286587740983438,33120
1074,69,61,89.56225912737278,1.1286587740983438,33672
1075,69,62,89.55111634454516,1.1286587740983438,34224
1076,69,63,89.54032725184598,1.1286587740983438,34776
1077,69,64,89.52987527304158,1.1286587740983438,35328
1078,69,65,89.51974485174945,1.1286587740983438,35880
1079,69,66,89.5099213741968,1.1286587740983438,36432
1080,69,67,89.5003910988941,1.1286587740983438,36984
