,m,n,strain angle,twist angle,EST. atom number
1081,69,68,89.49114109251224,1.1286587740983438,37536
1082,70,25,90.57289592277498,1.112539159207086,14000
1083,70,26,90.50810675810766,1.112539159207086,14560
1084,70,27,90.44811309054559,1.112539159207086,15120
1085,70,28,90.3924016169818,1.112539159207086,15680
1086,70,29,90.34052975300735,1.112539159207086,16240
1087,70,30,90.2921138619789,1.112539159207086,16800
1088,70,31,90.24681975900023,1.112539159207086,17360
1089,70,32,90.20435499297264,1.112539159207086,17920
1090,70,33,90.16446253011146,1.112539159207086,18480
1091,70,34,90.12691555079509,1.112539159207086,19040
1092,70,35,90.09151313737301,1.112539159207086,19600
1093,70,36,90.05807667990611,1.112539159207086,20160
1094,70,37,90.0264468641727,1.112539159207086,20720
1095,70,38,89.99648113479942,1.112539159207086,21280
1096,70,39,89.96805154832802,1.112539159207086,21840
1097,70,40,89.9410429480461,1.112539159207086,22400
1098,70,41,89.91535140569904,1.112539159207086,22960
1099,70,42,89.89088288564234,1.112539159207086,23520
1100,70,43,89.86755209525414,1.112539159207086,24080
1101,70,44,89.84528149199973,1.112539159207086,24640
1102,70,45,89.82400042279875,1.112539159207086,25200
1103,70,46,89.80364437557706,1.112539159207086,25760
1104,70,47,89.78415432630673,1.112539159207086,26320
1105,70,48,89.76547616761822,1.112539159207086,26880
1106,70,49,89.74756020733909,1.112539159207086,27440
1107,70,50,89.73036072717584,1.112539159207086,28000
1108,70,51,89.71383559328844,1.112539159207086,28560
1109,70,52,89.69794591177654,1.112539159207086,29120
1110,70,53,89.6826557231485,1.112539159207086,29680
1111,70,54,89.6679317307226,1.112539159207086,30240
1112,70,55,89.6537430586444,1.112539159207086,30800
1113,70,56,89.64006103581951,1.112539159207086,31360
1114,70,57,89.626859002581,1.112539159207086,31920
1115,70,58,89.61411213734888,1.112539159207086,32480
1116,70,59,89.60179730091065,1.112539159207086,33040
1117,70,60,89.58989289626795,1.112539159207086,33600
1118,70,61,89.57837874226404,1.112539159207086,34160
1119,70,62,89.56723595943643,1.112539159207086,34720
1120,70,63,89.55644686673725,1.112539159207086,35280
1121,70,64,89.54599488793284,1.112539159207086,35840
1122,70,65,89.53586446664072,1.112539159207086,36400
1123,70,66,89.52604098908805,1.112539159207086,36960
1124,70,67,89.51651071378537,1.112539159207086,37520
1125,70,68,89.5072607074035,1.112539159207086,38080
1126,70,69,89.49827878622528,1.112539159207086,38640
1127,71,25,90.58856163280178,1.0968734491803018,14200
1128,71,26,90.52377246813445,1.0968734491803018,14768
1129,71,27,90.46377880057237,1.0968734491803018,15336
1130,71,28,90.40806732700858,1.0968734491803018,15904
1131,71,29,90.35619546303413,1.0968734491803018,16472
1132,71,30,90.3077795720057,1.0968734491803018,17040
1133,71,31,90.26248546902701,1.0968734491803018,17608
1134,71,32,90.22002070299942,1.0968734491803018,18176
1135,71,33,90.18012824013825,1.0968734491803018,18744
1136,71,34,90.14258126082187,1.0968734491803018,19312
1137,71,35,90.1071788473998,1.0968734491803018,19880
1138,71,36,90.0737423899329,1.0968734491803018,20448
1139,71,37,90.04211257419948,1.0968734491803018,21016
1140,71,38,90.01214684482622,1.0968734491803018,21584
1141,71,39,89.98371725835482,1.0968734491803018,22152
1142,71,40,89.9567086580729,1.0968734491803018,22720
1143,71,41,89.93101711572582,1.0968734491803018,23288
1144,71,42,89.90654859566912,1.0968734491803018,23856
1145,71,43,89.8832178052809,1.0968734491803018,24424
1146,71,44,89.86094720202651,1.0968734491803018,24992
1147,71,45,89.83966613282553,1.0968734491803018,25560
1148,71,46,89.81931008560385,1.0968734491803018,26128
1149,71,47,89.79982003633353,1.0968734491803018,26696
1150,71,48,89.78114187764501,1.0968734491803018,27264
1151,71,49,89.76322591736589,1.0968734491803018,27832
1152,71,50,89.74602643720262,1.0968734491803018,28400
1153,71,51,89.72950130331523,1.0968734491803018,28968
1154,71,52,89.71361162180334,1.0968734491803018,29536
1155,71,53,89.69832143317527,1.0968734491803018,30104
1156,71,54,89.6835974407494,1.0968734491803018,30672
1157,71,55,89.66940876867119,1.0968734491803018,31240
1158,71,56,89.6557267458463,1.0968734491803018,31808
1159,71,57,89.64252471260778,1.0968734491803018,32376
1160,71,58,89.62977784737566,1.0968734491803018,32944
1161,71,59,89.61746301093744,1.0968734491803018,33512
1162,71,60,89.60555860629474,1.0968734491803018,34080
1163,71,61,89.59404445229083,1.0968734491803018,34648
1164,71,62,89.58290166946321,1.0968734491803018,35216
1165,71,63,89.57211257676401,1.0968734491803018,35784
1166,71,64,89.56166059795962,1.0968734491803018,36352
1167,71,65,89.5515301766675,1.0968734491803018,36920
1168,71,66,89.54170669911484,1.0968734491803018,37488
1169,71,67,89.53217642381215,1.0968734491803018,38056
1170,71,68,89.52292641743027,1.0968734491803018,38624
1171,71,69,89.51394449625207,1.0968734491803018,39192
1172,71,70,89.50521917264074,1.0968734491803018,39760
1173,72,26,90.53900317682006,1.08164274049469,14976
1174,72,27,90.47900950925798,1.08164274049469,15552
1175,72,28,90.4232980356942,1.08164274049469,16128
1176,72,29,90.37142617171975,1.08164274049469,16704
1177,72,30,90.32301028069132,1.08164274049469,17280
1178,72,31,90.27771617771263,1.08164274049469,17856
1179,72,32,90.23525141168503,1.08164274049469,18432
1180,72,33,90.19535894882387,1.08164274049469,19008
1181,72,34,90.15781196950748,1.08164274049469,19584
1182,72,35,90.1224095560854,1.08164274049469,20160
1183,72,36,90.0889730986185,1.08164274049469,20736
1184,72,37,90.05734328288509,1.08164274049469,21312
1185,72,38,90.02737755351183,1.08164274049469,21888
1186,72,39,89.99894796704042,1.08164274049469,22464
1187,72,40,89.9719393667585,1.08164274049469,23040
1188,72,41,89.94624782441144,1.08164274049469,23616
1189,72,42,89.92177930435474,1.08164274049469,24192
1190,72,43,89.89844851396653,1.08164274049469,24768
1191,72,44,89.87617791071212,1.08164274049469,25344
1192,72,45,89.85489684151115,1.08164274049469,25920
1193,72,46,89.83454079428947,1.08164274049469,26496
1194,72,47,89.81505074501912,1.08164274049469,27072
1195,72,48,89.79637258633062,1.08164274049469,27648
1196,72,49,89.7784566260515,1.08164274049469,28224
1197,72,50,89.76125714588824,1.08164274049469,28800
1198,72,51,89.74473201200082,1.08164274049469,29376
1199,72,52,89.72884233048894,1.08164274049469,29952
1200,72,53,89.71355214186089,1.08164274049469,30528
1201,72,54,89.69882814943499,1.08164274049469,31104
1202,72,55,89.68463947735681,1.08164274049469,31680
1203,72,56,89.6709574545319,1.08164274049469,32256
1204,72,57,89.6577554212934,1.08164274049469,32832
1205,72,58,89.64500855606127,1.08164274049469,33408
1206,72,59,89.63269371962303,1.08164274049469,33984
1207,72,60,89.62078931498036,1.08164274049469,34560
1208,72,61,89.60927516097642,1.08164274049469,35136
1209,72,62,89.59813237814883,1.08164274049469,35712
1210,72,63,89.58734328544963,1.08164274049469,36288
1211,72,64,89.57689130664522,1.08164274049469,36864
1212,72,65,89.5667608853531,1.08164274049469,37440
1213,72,66,89.55693740780045,1.08164274049469,38016
1214,72,67,89.54740713249775,1.08164274049469,38592
1215,72,68,89.5381571261159,1.08164274049469,39168
1216,72,69,89.52917520493769,1.08164274049469,39744
1217,72,70,89.52044988132634,1.08164274049469,40320
1218,72,71,89.51197031471675,1.08164274049469,40896
1219,73,26,90.55381675249389,1.066829164820871,15184
1220,73,27,90.4938230849318,1.066829164820871,15768
1221,73,28,90.43811161136802,1.066829164820871,16352
1222,73,29,90.38623974739357,1.066829164820871,16936
1223,73,30,90.33782385636513,1.066829164820871,17520
1224,73,31,90.29252975338643,1.066829164820871,18104
1225,73,32,90.25006498735885,1.066829164820871,18688
1226,73,33,90.21017252449768,1.066829164820871,19272
1227,73,34,90.1726255451813,1.066829164820871,19856
1228,73,35,90.13722313175923,1.066829164820871,20440
1229,73,36,90.10378667429234,1.066829164820871,21024
1230,73,37,90.0721568585589,1.066829164820871,21608
1231,73,38,90.04219112918564,1.066829164820871,22192
1232,73,39,90.01376154271425,1.066829164820871,22776
1233,73,40,89.98675294243233,1.066829164820871,23360
1234,73,41,89.96106140008526,1.066829164820871,23944
1235,73,42,89.93659288002856,1.066829164820871,24528
1236,73,43,89.91326208964036,1.066829164820871,25112
1237,73,44,89.89099148638596,1.066829164820871,25696
1238,73,45,89.86971041718498,1.066829164820871,26280
1239,73,46,89.84935436996328,1.066829164820871,26864
1240,73,47,89.82986432069296,1.066829164820871,27448
1241,73,48,89.81118616200443,1.066829164820871,28032
1242,73,49,89.7932702017253,1.066829164820871,28616
1243,73,50,89.77607072156206,1.066829164820871,29200
1244,73,51,89.75954558767467,1.066829164820871,29784
1245,73,52,89.74365590616277,1.066829164820871,30368
1246,73,53,89.7283657175347,1.066829164820871,30952
1247,73,54,89.71364172510881,1.066829164820871,31536
1248,73,55,89.69945305303062,1.066829164820871,32120
1249,73,56,89.68577103020573,1.066829164820871,32704
1250,73,57,89.67256899696721,1.066829164820871,33288
1251,73,58,89.6598221317351,1.066829164820871,33872
1252,73,59,89.64750729529686,1.066829164820871,34456
1253,73,60,89.63560289065418,1.066829164820871,35040
1254,73,61,89.62408873665026,1.066829164820871,35624
1255,73,62,89.61294595382265,1.066829164820871,36208
1256,73,63,89.60215686112345,1.066829164820871,36792
1257,73,64,89.59170488231904,1.066829164820871,37376
1258,73,65,89.58157446102693,1.066829164820871,37960
1259,73,66,89.57175098347427,1.066829164820871,38544
1260,73,67,89.56222070817157,1.066829164820871,39128
1261,73,68,89.55297070178972,1.066829164820871,39712
1262,73,69,89.54398878061149,1.066829164820871,40296
1263,73,70,89.53526345700017,1.066829164820871,40880
1264,73,71,89.52678389039056,1.066829164820871,41464
1265,73,72,89.51853984236337,1.066829164820871,42048
1266,74,26,90.56823009818802,1.0524158191267297,15392
1267,74,27,90.50823643062593,1.0524158191267297,15984
1268,74,28,90.45252495706214,1.0524158191267297,16576
1269,74,29,90.4006530930877,1.0524158191267297,17168
1270,74,30,90.35223720205926,1.0524158191267297,17760
1271,74,31,90.30694309908057,1.0524158191267297,18352
1272,74,32,90.26447833305298,1.0524158191267297,18944
1273,74,33,90.22458587019183,1.0524158191267297,19536
1274,74,34,90.18703889087543,1.0524158191267297,20128
1275,74,35,90.15163647745337,1.0524158191267297,20720
1276,74,36,90.11820001998649,1.0524158191267297,21312
1277,74,37,90.08657020425304,1.0524158191267297,21904
1278,74,38,90.05660447487978,1.0524158191267297,22496
1279,74,39,90.0281748884084,1.0524158191267297,23088
1280,74,40,90.00116628812647,1.0524158191267297,23680
1281,74,41,89.97547474577941,1.0524158191267297,24272
1282,74,42,89.9510062257227,1.0524158191267297,24864
1283,74,43,89.9276754353345,1.0524158191267297,25456
1284,74,44,89.90540483208008,1.0524158191267297,26048
1285,74,45,89.8841237628791,1.0524158191267297,26640
1286,74,46,89.86376771565742,1.0524158191267297,27232
1287,74,47,89.84427766638709,1.0524158191267297,27824
1288,74,48,89.82559950769857,1.0524158191267297,28416
1289,74,49,89.80768354741946,1.0524158191267297,29008
1290,74,50,89.79048406725619,1.0524158191267297,29600
1291,74,51,89.7739589333688,1.0524158191267297,30192
1292,74,52,89.75806925185691,1.0524158191267297,30784
1293,74,53,89.74277906322885,1.0524158191267297,31376
1294,74,54,89.72805507080297,1.0524158191267297,31968
1295,74,55,89.71386639872476,1.0524158191267297,32560
1296,74,56,89.70018437589987,1.0524158191267297,33152
1297,74,57,89.68698234266135,1.0524158191267297,33744
1298,74,58,89.67423547742924,1.0524158191267297,34336
1299,74,59,89.66192064099101,1.0524158191267297,34928
1300,74,60,89.6500162363483,1.0524158191267297,35520
1301,74,61,89.6385020823444,1.0524158191267297,36112
1302,74,62,89.62735929951677,1.0524158191267297,36704
1303,74,63,89.6165702068176,1.0524158191267297,37296
1304,74,64,89.6061182280132,1.0524158191267297,37888
1305,74,65,89.59598780672107,1.0524158191267297,38480
1306,74,66,89.58616432916841,1.0524158191267297,39072
1307,74,67,89.57663405386572,1.0524158191267297,39664
1308,74,68,89.56738404748384,1.0524158191267297,40256
1309,74,69,89.55840212630565,1.0524158191267297,40848
1310,74,70,89.54967680269431,1.0524158191267297,41440
1311,74,71,89.5411972360847,1.0524158191267297,42032
1312,74,72,89.53295318805749,1.0524158191267297,42624
1313,74,73,89.52493498110499,1.0524158191267297,43216
1314,75,26,90.58225921594672,1.0383867013680228,15600
1315,75,27,90.52226554838464,1.0383867013680228,16200
1316,75,28,90.46655407482086,1.0383867013680228,16800
1317,75,29,90.41468221084641,1.0383867013680228,17400
1318,75,30,90.36626631981798,1.0383867013680228,18000
1319,75,31,90.3209722168393,1.0383867013680228,18600
1320,75,32,90.27850745081169,1.0383867013680228,19200
1321,75,33,90.23861498795054,1.0383867013680228,19800
1322,75,34,90.20106800863414,1.0383867013680228,20400
1323,75,35,90.16566559521206,1.0383867013680228,21000
1324,75,36,90.13222913774518,1.0383867013680228,21600
1325,75,37,90.10059932201176,1.0383867013680228,22200
1326,75,38,90.0706335926385,1.0383867013680228,22800
1327,75,39,90.0422040061671,1.0383867013680228,23400
1328,75,40,90.01519540588517,1.0383867013680228,24000
1329,75,41,89.9895038635381,1.0383867013680228,24600
1330,75,42,89.96503534348139,1.0383867013680228,25200
1331,75,43,89.9417045530932,1.0383867013680228,25800
1332,75,44,89.91943394983879,1.0383867013680228,26400
1333,75,45,89.89815288063781,1.0383867013680228,27000
1334,75,46,89.87779683341613,1.0383867013680228,27600
1335,75,47,89.8583067841458,1.0383867013680228,28200
1336,75,48,89.83962862545727,1.0383867013680228,28800
1337,75,49,89.82171266517817,1.0383867013680228,29400
1338,75,50,89.8045131850149,1.0383867013680228,30000
1339,75,51,89.7879880511275,1.0383867013680228,30600
1340,75,52,89.77209836961562,1.0383867013680228,31200
1341,75,53,89.75680818098755,1.0383867013680228,31800
1342,75,54,89.74208418856166,1.0383867013680228,32400
1343,75,55,89.72789551648347,1.0383867013680228,33000
1344,75,56,89.71421349365856,1.0383867013680228,33600
1345,75,57,89.70101146042005,1.0383867013680228,34200
1346,75,58,89.68826459518795,1.0383867013680228,34800
1347,75,59,89.67594975874971,1.0383867013680228,35400
1348,75,60,89.66404535410703,1.0383867013680228,36000
1349,75,61,89.6525312001031,1.0383867013680228,36600
1350,75,62,89.64138841727548,1.0383867013680228,37200
1351,75,63,89.6305993245763,1.0383867013680228,37800
1352,75,64,89.6201473457719,1.0383867013680228,38400
1353,75,65,89.61001692447977,1.0383867013680228,39000
1354,75,66,89.60019344692711,1.0383867013680228,39600
1355,75,67,89.59066317162441,1.0383867013680228,40200
1356,75,68,89.58141316524257,1.0383867013680228,40800
1357,75,69,89.57243124406435,1.0383867013680228,41400
1358,75,70,89.56370592045302,1.0383867013680228,42000
1359,75,71,89.5552263538434,1.0383867013680228,42600
1360,75,72,89.54698230581621,1.0383867013680228,43200
1361,75,73,89.53896409886372,1.0383867013680228,43800
1362,75,74,89.53116257849815,1.0383867013680228,44400
1363,76,26,90.59591926606265,1.0247266512520934,15808
1364,76,27,90.5359255985006,1.0247266512520934,16416
1365,76,28,90.4802141249368,1.0247266512520934,17024
1366,76,29,90.42834226096234,1.0247266512520934,17632
1367,76,30,90.37992636993391,1.0247266512520934,18240
1368,76,31,90.33463226695523,1.0247266512520934,18848
1369,76,32,90.29216750092762,1.0247266512520934,19456
1370,76,33,90.25227503806647,1.0247266512520934,20064
1371,76,34,90.21472805875007,1.0247266512520934,20672
1372,76,35,90.17932564532799,1.0247266512520934,21280
1373,76,36,90.14588918786112,1.0247266512520934,21888
1374,76,37,90.11425937212766,1.0247266512520934,22496
1375,76,38,90.08429364275442,1.0247266512520934,23104
1376,76,39,90.05586405628303,1.0247266512520934,23712
1377,76,40,90.0288554560011,1.0247266512520934,24320
1378,76,41,90.00316391365403,1.0247266512520934,24928
1379,76,42,89.97869539359732,1.0247266512520934,25536
1380,76,43,89.95536460320913,1.0247266512520934,26144
1381,76,44,89.93309399995472,1.0247266512520934,26752
1382,76,45,89.91181293075374,1.0247266512520934,27360
1383,76,46,89.89145688353206,1.0247266512520934,27968
1384,76,47,89.87196683426173,1.0247266512520934,28576
1385,76,48,89.8532886755732,1.0247266512520934,29184
1386,76,49,89.8353727152941,1.0247266512520934,29792
1387,76,50,89.81817323513083,1.0247266512520934,30400
1388,76,51,89.80164810124343,1.0247266512520934,31008
1389,76,52,89.78575841973154,1.0247266512520934,31616
1390,76,53,89.7704682311035,1.0247266512520934,32224
1391,76,54,89.7557442386776,1.0247266512520934,32832
1392,76,55,89.7415555665994,1.0247266512520934,33440
1393,76,56,89.7278735437745,1.0247266512520934,34048
1394,76,57,89.71467151053598,1.0247266512520934,34656
1395,76,58,89.70192464530388,1.0247266512520934,35264
1396,76,59,89.68960980886564,1.0247266512520934,35872
1397,76,60,89.67770540422296,1.0247266512520934,36480
1398,76,61,89.66619125021903,1.0247266512520934,37088
1399,76,62,89.65504846739141,1.0247266512520934,37696
1400,76,63,89.64425937469223,1.0247266512520934,38304
1401,76,64,89.63380739588783,1.0247266512520934,38912
1402,76,65,89.6236769745957,1.0247266512520934,39520
1403,76,66,89.61385349704304,1.0247266512520934,40128
1404,76,67,89.60432322174033,1.0247266512520934,40736
1405,76,68,89.5950732153585,1.0247266512520934,41344
1406,76,69,89.58609129418028,1.0247266512520934,41952
1407,76,70,89.57736597056895,1.0247266512520934,42560
1408,76,71,89.56888640395933,1.0247266512520934,43168
1409,76,72,89.56064235593215,1.0247266512520934,43776
1410,76,73,89.55262414897965,1.0247266512520934,44384
1411,76,74,89.54482262861409,1.0247266512520934,44992
1412,76,75,89.53722912850662,1.0247266512520934,45600
1413,77,27,90.54923095413878,1.0114212956139048,16632
1414,77,28,90.49351948057497,1.0114212956139048,17248
1415,77,29,90.44164761660052,1.0114212956139048,17864
1416,77,30,90.3932317255721,1.0114212956139048,18480
1417,77,31,90.34793762259342,1.0114212956139048,19096
1418,77,32,90.3054728565658,1.0114212956139048,19712
1419,77,33,90.26558039370465,1.0114212956139048,20328
1420,77,34,90.22803341438828,1.0114212956139048,20944
1421,77,35,90.19263100096617,1.0114212956139048,21560
1422,77,36,90.1591945434993,1.0114212956139048,22176
1423,77,37,90.12756472776586,1.0114212956139048,22792
1424,77,38,90.09759899839263,1.0114212956139048,23408
1425,77,39,90.06916941192121,1.0114212956139048,24024
1426,77,40,90.04216081163928,1.0114212956139048,24640
1427,77,41,90.01646926929223,1.0114212956139048,25256
1428,77,42,89.99200074923552,1.0114212956139048,25872
1429,77,43,89.96866995884731,1.0114212956139048,26488
1430,77,44,89.94639935559292,1.0114212956139048,27104
1431,77,45,89.92511828639194,1.0114212956139048,27720
1432,77,46,89.90476223917024,1.0114212956139048,28336
1433,77,47,89.88527218989992,1.0114212956139048,28952
1434,77,48,89.86659403121139,1.0114212956139048,29568
1435,77,49,89.84867807093228,1.0114212956139048,30184
1436,77,50,89.83147859076902,1.0114212956139048,30800
1437,77,51,89.81495345688161,1.0114212956139048,31416
1438,77,52,89.79906377536973,1.0114212956139048,32032
1439,77,53,89.78377358674167,1.0114212956139048,32648
1440,77,54,89.76904959431577,1.0114212956139048,33264
1441,77,55,89.75486092223758,1.0114212956139048,33880
1442,77,56,89.74117889941269,1.0114212956139048,34496
1443,77,57,89.72797686617417,1.0114212956139048,35112
1444,77,58,89.71523000094206,1.0114212956139048,35728
1445,77,59,89.70291516450382,1.0114212956139048,36344
1446,77,60,89.69101075986114,1.0114212956139048,36960
1447,77,61,89.67949660585722,1.0114212956139048,37576
1448,77,62,89.6683538230296,1.0114212956139048,38192
1449,77,63,89.65756473033042,1.0114212956139048,38808
1450,77,64,89.64711275152601,1.0114212956139048,39424
1451,77,65,89.63698233023389,1.0114212956139048,40040
1452,77,66,89.62715885268123,1.0114212956139048,40656
1453,77,67,89.61762857737853,1.0114212956139048,41272
1454,77,68,89.60837857099668,1.0114212956139048,41888
1455,77,69,89.59939664981847,1.0114212956139048,42504
1456,77,70,89.59067132620713,1.0114212956139048,43120
1457,77,71,89.58219175959752,1.0114212956139048,43736
1458,77,72,89.57394771157033,1.0114212956139048,44352
1459,77,73,89.56592950461783,1.0114212956139048,44968
1460,77,74,89.55812798425228,1.0114212956139048,45584
1461,77,75,89.55053448414482,1.0114212956139048,46200
1462,77,76,89.54314079401597,1.0114212956139048,46816
1463,78,27,90.56219525176185,0.998456997990819,16848
1464,78,28,90.50648377819806,0.998456997990819,17472
1465,78,29,90.4546119142236,0.998456997990819,18096
1466,78,30,90.40619602319518,0.998456997990819,18720
1467,78,31,90.36090192021649,0.998456997990819,19344
1468,78,32,90.3184371541889,0.998456997990819,19968
1469,78,33,90.27854469132772,0.998456997990819,20592
1470,78,34,90.24099771201134,0.998456997990819,21216
1471,78,35,90.20559529858927,0.998456997990819,21840
1472,78,36,90.17215884112238,0.998456997990819,22464
1473,78,37,90.14052902538896,0.998456997990819,23088
1474,78,38,90.1105632960157,0.998456997990819,23712
1475,78,39,90.0821337095443,0.998456997990819,24336
1476,78,40,90.05512510926238,0.998456997990819,24960
1477,78,41,90.0294335669153,0.998456997990819,25584
1478,78,42,90.00496504685862,0.998456997990819,26208
1479,78,43,89.9816342564704,0.998456997990819,26832
1480,78,44,89.959363653216,0.998456997990819,27456
1481,78,45,89.93808258401502,0.998456997990819,28080
1482,78,46,89.91772653679334,0.998456997990819,28704
1483,78,47,89.89823648752301,0.998456997990819,29328
1484,78,48,89.87955832883448,0.998456997990819,29952
1485,78,49,89.86164236855538,0.998456997990819,30576
1486,78,50,89.84444288839211,0.998456997990819,31200
1487,78,51,89.82791775450471,0.998456997990819,31824
1488,78,52,89.81202807299282,0.998456997990819,32448
1489,78,53,89.79673788436475,0.998456997990819,33072
1490,78,54,89.78201389193887,0.998456997990819,33696
1491,78,55,89.76782521986068,0.998456997990819,34320
1492,78,56,89.75414319703577,0.998456997990819,34944
1493,78,57,89.74094116379726,0.998456997990819,35568
1494,78,58,89.72819429856514,0.998456997990819,36192
1495,78,59,89.71587946212692,0.998456997990819,36816
1496,78,60,89.70397505748423,0.998456997990819,37440
1497,78,61,89.69246090348031,0.998456997990819,38064
1498,78,62,89.68131812065269,0.998456997990819,38688
1499,78,63,89.6705290279535,0.998456997990819,39312
1500,78,64,89.6600770491491,0.998456997990819,39936
1501,78,65,89.64994662785698,0.998456997990819,40560
1502,78,66,89.64012315030432,0.998456997990819,41184
1503,78,67,89.63059287500161,0.998456997990819,41808
1504,78,68,89.62134286861976,0.998456997990819,42432
1505,78,69,89.61236094744154,0.998456997990819,43056
1506,78,70,89.60363562383021,0.998456997990819,43680
1507,78,71,89.5951560572206,0.998456997990819,44304
1508,78,72,89.58691200919341,0.998456997990819,44928
1509,78,73,89.57889380224091,0.998456997990819,45552
1510,78,74,89.57109228187537,0.998456997990819,46176
1511,78,75,89.56349878176789,0.998456997990819,46800
1512,78,76,89.55610509163907,0.998456997990819,47424
1513,78,77,89.5489034276508,0.998456997990819,48048
1514,79,27,90.57483143772829,0.9858208120243865,17064
1515,79,28,90.5191199641645,0.9858208120243865,17696
1516,79,29,90.46724810019003,0.9858208120243865,18328
1517,79,30,90.41883220916161,0.9858208120243865,18960
1518,79,31,90.37353810618293,0.9858208120243865,19592
1519,79,32,90.33107334015534,0.9858208120243865,20224
1520,79,33,90.29118087729417,0.9858208120243865,20856
1521,79,34,90.25363389797779,0.9858208120243865,21488
1522,79,35,90.21823148455569,0.9858208120243865,22120
1523,79,36,90.18479502708881,0.9858208120243865,22752
1524,79,37,90.15316521135539,0.9858208120243865,23384
1525,79,38,90.12319948198214,0.9858208120243865,24016
1526,79,39,90.09476989551072,0.9858208120243865,24648
1527,79,40,90.06776129522879,0.9858208120243865,25280
1528,79,41,90.04206975288174,0.9858208120243865,25912
1529,79,42,90.01760123282504,0.9858208120243865,26544
1530,79,43,89.99427044243683,0.9858208120243865,27176
1531,79,44,89.97199983918243,0.9858208120243865,27808
1532,79,45,89.95071876998145,0.9858208120243865,28440
1533,79,46,89.93036272275977,0.9858208120243865,29072
1534,79,47,89.91087267348944,0.9858208120243865,29704
1535,79,48,89.89219451480092,0.9858208120243865,30336
1536,79,49,89.87427855452181,0.9858208120243865,30968
1537,79,50,89.85707907435854,0.9858208120243865,31600
1538,79,51,89.84055394047114,0.9858208120243865,32232
1539,79,52,89.82466425895926,0.9858208120243865,32864
1540,79,53,89.80937407033119,0.9858208120243865,33496
1541,79,54,89.7946500779053,0.9858208120243865,34128
1542,79,55,89.7804614058271,0.9858208120243865,34760
1543,79,56,89.7667793830022,0.9858208120243865,35392
1544,79,57,89.75357734976369,0.9858208120243865,36024
1545,79,58,89.74083048453159,0.9858208120243865,36656
1546,79,59,89.72851564809334,0.9858208120243865,37288
1547,79,60,89.71661124345066,0.9858208120243865,37920
1548,79,61,89.70509708944674,0.9858208120243865,38552
1549,79,62,89.69395430661912,0.9858208120243865,39184
1550,79,63,89.68316521391993,0.9858208120243865,39816
1551,79,64,89.67271323511552,0.9858208120243865,40448
1552,79,65,89.66258281382342,0.9858208120243865,41080
1553,79,66,89.65275933627075,0.9858208120243865,41712
1554,79,67,89.64322906096805,0.9858208120243865,42344
1555,79,68,89.63397905458619,0.9858208120243865,42976
1556,79,69,89.62499713340799,0.9858208120243865,43608
1557,79,70,89.61627180979666,0.9858208120243865,44240
1558,79,71,89.60779224318703,0.9858208120243865,44872
1559,79,72,89.59954819515984,0.9858208120243865,45504
1560,79,73,89.59152998820736,0.9858208120243865,46136
1561,79,74,89.5837284678418,0.9858208120243865,46768
1562,79,75,89.57613496773433,0.9858208120243865,47400
1563,79,76,89.56874127760548,0.9858208120243865,48032
1564,79,77,89.56153961361723,0.9858208120243865,48664
1565,79,78,89.55452259104192,0.9858208120243865,49296
